work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,Data Scientist  ,Data Science,INR,75775,148247,JP,EN,CT,Remote,US,M
2020,Data Analyst  in office,Data Science,us dolars,156546,88900,JP,SE,FT,In-person,CN,S
2020,Data Engineer  (Remote),Engineering,GBP,144090,114606,JP,EN,FT,In-person,MX,M
2021,Data Analyst  (Remote),Engineering,GBP,104676,36066,JP,EN,PT,Remote,CN,S
2020,Data Analyst  (Remote),Engineering,EUR,36798,134342,JP,EN,FT,In-person,CN,L
2022,Data Scientist  (Remote),Engineering,us dolars,107160,38583,US,EN,FT,Hybrid,MX,L
2022,Statistician  ,Data Science,us dolars,107751,68057,UK,SE,CT,Hybrid,UK,M
2020,Machine Learning Engineer  ,ML/AI,JPY,70888,183676,DE,EX,PT,In-person,US,S
2020,Data Analyst  (Remote),Analysis,GBP,79047,56564,DE,EN,FT,Remote,IN,M
2022,Statistician  in office,Engineering,GBP,139640,91429,US,EN,FL,Hybrid,IN,L
2022,Machine Learning Engineer  in office,ML/AI,us dolars,132614,128600,CN,MI,PT,In-person,MX,L
2021,Data Analyst  ,Engineering,EUR,75955,118393,US,SE,PT,In-person,IN,S
2022,Machine Learning Engineer  in office,Data Science,us dolars,163054,145774,MX,EN,PT,Hybrid,DE,S
2021,Statistician  ,,,194936,58941,JP,,FL,Hybrid,JP,
2021,Data Engineer  ,ML/AI,GBP,151298,67962,UK,EN,FT,Remote,US,L
2021,Statistician  (Remote),ML/AI,JPY,115490,199645,DE,SE,FL,In-person,CN,S
2021,Data Scientist  (Remote),ML/AI,INR,69265,151410,CN,MI,PT,Remote,IN,M
2021,Machine Learning Engineer  (Remote),Data Science,GBP,76313,186764,IN,MI,PT,Hybrid,MX,M
2020,Data Engineer  (Remote),Data Science,EUR,74350,88420,US,SE,CT,In-person,UK,S
2022,Machine Learning Engineer  (Remote),Analysis,us dolars,176450,112415,IN,MI,CT,Hybrid,DE,S
2021,Machine Learning Engineer  (Remote),ML/AI,GBP,139168,196835,DE,MI,CT,Hybrid,JP,S
2022,Data Analyst  in office,Analysis,JPY,57924,112013,US,EN,CT,Hybrid,IN,L
2022,Data Scientist  (Remote),Engineering,EUR,112593,149012,DE,MI,PT,Remote,CN,M
2021,Machine Learning Engineer  (Remote),Analysis,us dolars,147490,167465,US,EX,FL,Hybrid,US,S
2020,Statistician  ,Engineering,INR,37312,150198,CN,SE,CT,Remote,UK,M
2021,Statistician  ,Engineering,EUR,60353,63488,DE,EN,FL,Hybrid,CN,L
2020,Data Analyst  (Remote),Analysis,us dolars,143744,182531,MX,MI,CT,Hybrid,DE,L
2022,Data Scientist  ,ML/AI,INR,46192,173626,IN,EX,FT,In-person,US,S
2020,Data Scientist  in office,Engineering,us dolars,178522,198939,UK,EN,CT,Hybrid,MX,S
2020,Statistician  in office,ML/AI,INR,166504,132330,CN,SE,FL,In-person,US,S
2020,Data Engineer  in office,Data Science,INR,126548,35057,MX,MI,CT,In-person,DE,S
2022,Data Analyst  in office,,,-128991,113026,CN,,FT,Remote,MX,
2022,Data Analyst  (Remote),Data Science,us dolars,108711,35305,US,SE,FL,In-person,US,S
2020,Statistician  in office,Analysis,INR,171367,91276,IN,MI,FL,In-person,MX,M
2020,Statistician  in office,ML/AI,EUR,36774,193812,DE,MI,FL,Hybrid,MX,L
2021,Data Engineer  in office,Analysis,JPY,145107,185190,IN,EN,PT,Hybrid,UK,L
2020,Data Engineer  in office,Engineering,JPY,173262,167746,CN,SE,FL,Remote,UK,M
2021,Data Scientist  ,Data Science,INR,192358,120534,US,MI,PT,In-person,MX,M
2020,Data Analyst  in office,Engineering,JPY,102427,176388,IN,SE,FT,In-person,US,S
2021,Data Analyst  in office,Analysis,JPY,117513,177289,MX,MI,FL,Remote,IN,S
2022,Statistician  ,ML/AI,INR,94014,141045,DE,SE,FL,Hybrid,US,S
2020,Data Scientist  ,ML/AI,INR,85256,175674,JP,EN,FL,In-person,IN,L
2020,Data Analyst  (Remote),Engineering,EUR,128743,117181,CN,SE,FT,Remote,US,M
2020,Data Scientist  ,Engineering,GBP,121190,140907,UK,MI,PT,Hybrid,CN,M
2020,Data Scientist  ,Data Science,us dolars,81715,43987,UK,EX,CT,Remote,JP,M
2021,Statistician  ,Analysis,INR,37466,79915,CN,EN,FT,Remote,UK,M
2020,Data Scientist  in office,Engineering,INR,47637,43543,JP,EN,FT,In-person,US,S
2022,Data Engineer  (Remote),Data Science,JPY,160424,57944,US,EX,FT,Hybrid,UK,S
2022,Data Engineer  (Remote),,,98745,170216,IN,,PT,In-person,DE,
2020,Machine Learning Engineer  in office,ML/AI,JPY,66317,139418,IN,EN,PT,In-person,JP,S
2022,Statistician  (Remote),Data Science,INR,164150,68459,JP,EX,PT,Hybrid,IN,L
2020,Machine Learning Engineer  in office,Data Science,INR,188371,60741,MX,EX,PT,Hybrid,DE,S
2020,Data Engineer  ,,,33543,156077,JP,,PT,Hybrid,JP,
2022,Machine Learning Engineer  in office,Analysis,INR,152790,104627,DE,SE,FL,In-person,DE,L
2020,Statistician  in office,ML/AI,GBP,81052,143372,DE,MI,CT,Hybrid,UK,M
2022,Statistician  ,Analysis,us dolars,52064,99741,UK,EX,CT,Hybrid,CN,M
2021,Data Scientist  ,Data Science,us dolars,102287,99177,US,SE,PT,Hybrid,JP,S
2020,Data Analyst  (Remote),Analysis,us dolars,110442,33543,US,MI,PT,Remote,DE,M
2021,Data Scientist  in office,Data Science,GBP,150550,166663,MX,EN,FL,Hybrid,IN,L
2022,Statistician  ,Analysis,INR,44425,86395,JP,SE,PT,In-person,JP,L
2021,Data Engineer  (Remote),Engineering,JPY,81481,59055,UK,MI,FL,Remote,JP,S
2021,Data Engineer  in office,Analysis,EUR,107347,36116,UK,SE,FL,In-person,DE,L
2022,Data Scientist  ,Data Science,INR,102317,85485,DE,EN,FT,Remote,CN,M
2021,Statistician  ,ML/AI,GBP,80530,163479,IN,EN,FT,Hybrid,MX,S
2021,Data Engineer  in office,ML/AI,GBP,111099,192666,MX,SE,PT,Remote,MX,S
2022,Statistician  ,,,55888,96421,US,,FL,In-person,MX,
2021,Data Engineer  in office,Data Science,INR,188563,65411,MX,MI,PT,Remote,MX,M
2022,Statistician  in office,Analysis,us dolars,193424,154115,UK,SE,FT,Hybrid,US,L
2021,Machine Learning Engineer  in office,ML/AI,EUR,182748,129772,DE,SE,FT,Hybrid,IN,M
2022,Statistician  ,ML/AI,us dolars,95836,120121,DE,EN,FT,In-person,IN,S
2022,Statistician  ,ML/AI,EUR,198535,153671,DE,MI,FT,Remote,MX,L
2021,Data Scientist  in office,,,-140478,141670,MX,,FT,In-person,DE,
2021,Machine Learning Engineer  (Remote),Data Science,us dolars,78990,187310,IN,SE,PT,In-person,CN,M
2021,Data Analyst  in office,Data Science,us dolars,116544,134627,UK,EN,PT,In-person,UK,S
2020,Data Scientist  in office,Data Science,JPY,93627,196268,JP,EN,FT,Hybrid,UK,M
2020,Data Analyst  in office,Data Science,GBP,181293,42738,JP,MI,PT,Remote,MX,S
2020,Data Engineer  (Remote),Data Science,JPY,158345,144183,DE,MI,FT,Hybrid,US,S
2022,Data Analyst  ,Engineering,EUR,102843,45772,DE,EN,FT,Hybrid,US,S
2021,Statistician  ,Analysis,EUR,59251,95270,IN,MI,FT,Hybrid,DE,M
2022,Data Analyst  in office,Engineering,GBP,104418,184564,DE,EX,PT,Remote,CN,M
2020,Data Scientist  in office,ML/AI,EUR,82620,84979,CN,EX,PT,Hybrid,UK,M
2021,Data Scientist  ,Engineering,GBP,40040,143585,UK,EN,FL,Hybrid,IN,M
2022,Data Analyst  in office,Data Science,EUR,167041,197927,DE,SE,PT,Hybrid,CN,M
2021,Data Scientist  ,Engineering,INR,43162,167300,DE,EN,PT,Remote,UK,L
2022,Data Scientist  (Remote),Data Science,us dolars,95435,181117,UK,EN,CT,Remote,CN,S
2021,Data Analyst  in office,,,148504,54318,US,,FT,In-person,DE,
2020,Machine Learning Engineer  ,Data Science,GBP,104667,88458,CN,SE,FT,Hybrid,UK,L
2020,Machine Learning Engineer  ,ML/AI,GBP,158658,174867,CN,EX,PT,Hybrid,JP,L
2021,Data Engineer  (Remote),Data Science,INR,35037,135856,JP,MI,PT,Remote,MX,S
2022,Data Scientist  in office,Engineering,us dolars,90526,115184,DE,EX,FL,Remote,DE,S
2020,Data Analyst  (Remote),ML/AI,us dolars,117914,158789,UK,MI,CT,Hybrid,JP,S
2020,Data Scientist  ,,,-175765,51747,JP,,FT,In-person,CN,
2020,Statistician  ,ML/AI,EUR,122162,192632,MX,EN,FT,In-person,DE,S
2021,Data Scientist  (Remote),Analysis,JPY,89090,41282,MX,EN,PT,Hybrid,IN,S
2021,Data Scientist  (Remote),Analysis,us dolars,163523,194903,IN,MI,PT,In-person,DE,S
2022,Machine Learning Engineer  (Remote),Analysis,INR,95560,93073,MX,SE,CT,In-person,DE,L
2022,Data Analyst  in office,Engineering,EUR,167034,184115,MX,SE,FT,Hybrid,MX,M
2022,Data Scientist  ,Engineering,INR,119552,82900,US,SE,CT,In-person,DE,S
2021,Machine Learning Engineer  in office,ML/AI,JPY,46444,50929,DE,SE,FT,Remote,DE,L
2021,Data Engineer  in office,ML/AI,GBP,70443,65500,US,EN,PT,Hybrid,US,M
2022,Machine Learning Engineer  (Remote),ML/AI,INR,177578,31872,DE,EX,CT,Remote,JP,S
2022,Machine Learning Engineer  in office,ML/AI,JPY,199456,198560,DE,EX,FL,Hybrid,DE,L
2021,Machine Learning Engineer  in office,Data Science,JPY,127229,97505,DE,MI,PT,Remote,DE,M
2022,Data Scientist  (Remote),Analysis,JPY,142314,55460,US,SE,FL,In-person,CN,S
2020,Data Scientist  (Remote),Data Science,GBP,54248,42155,CN,EN,FL,Remote,US,S
2021,Data Engineer  (Remote),Data Science,GBP,157521,172942,IN,EN,FL,Remote,UK,L
2022,Statistician  ,Data Science,GBP,98008,145006,CN,EN,FT,Remote,CN,S
2021,Statistician  ,Data Science,EUR,90309,123928,UK,MI,FL,Remote,CN,L
2020,Statistician  in office,,,73237,164789,UK,,FT,Remote,MX,
2021,Data Engineer  in office,Data Science,GBP,156967,156075,MX,MI,CT,Hybrid,MX,L
2021,Statistician  ,ML/AI,GBP,196804,162446,CN,MI,PT,Remote,US,M
2021,Statistician  in office,Engineering,INR,38104,182898,IN,MI,FT,Remote,US,L
2021,Machine Learning Engineer  (Remote),,,113230,145138,MX,,FT,Hybrid,MX,
2020,Data Scientist  ,Engineering,EUR,120266,174499,IN,EN,CT,Hybrid,US,S
2021,Data Scientist  in office,,,64980,94442,DE,,CT,In-person,CN,
2021,Machine Learning Engineer  in office,ML/AI,INR,104990,195780,DE,EX,PT,Remote,CN,L
2022,Machine Learning Engineer  in office,Engineering,us dolars,39554,130671,UK,EN,CT,Remote,MX,S
2021,Machine Learning Engineer  ,Analysis,GBP,121049,185343,DE,SE,FT,In-person,DE,L
2022,Data Scientist  ,Data Science,JPY,192057,46631,MX,SE,PT,Remote,US,L
2020,Statistician  ,ML/AI,JPY,78167,49887,DE,MI,PT,In-person,US,S
2020,Machine Learning Engineer  (Remote),,,97238,55259,IN,,PT,Hybrid,MX,
2020,Data Engineer  in office,Data Science,us dolars,47038,127932,US,MI,FL,Remote,CN,M
2020,Machine Learning Engineer  in office,Analysis,EUR,183291,87987,CN,EX,FL,Remote,CN,S
2022,Data Analyst  (Remote),Analysis,JPY,165343,49144,JP,MI,FT,Hybrid,US,S
2021,Machine Learning Engineer  ,,,57397,181908,JP,,FL,Remote,DE,
2020,Data Scientist  ,ML/AI,JPY,104491,74456,DE,MI,CT,Hybrid,IN,L
2021,Machine Learning Engineer  ,Analysis,JPY,59602,197452,DE,SE,PT,Hybrid,IN,L
2022,Data Analyst  (Remote),,,84471,150250,CN,,FT,In-person,UK,
2022,Data Engineer  in office,ML/AI,us dolars,127081,107735,JP,EN,CT,Hybrid,DE,M
2022,Statistician  (Remote),ML/AI,JPY,53116,41569,IN,MI,PT,In-person,CN,L
2020,Machine Learning Engineer  in office,Data Science,EUR,36674,155294,JP,EN,CT,Hybrid,US,L
2021,Data Analyst  in office,Engineering,EUR,178541,192254,JP,EN,FL,In-person,MX,L
2021,Data Analyst  in office,ML/AI,GBP,35446,182721,MX,EN,CT,In-person,US,M
2021,Data Engineer  (Remote),Engineering,JPY,154809,113731,JP,EN,FL,In-person,US,L
2022,Data Scientist  ,Engineering,JPY,50760,126132,DE,EX,CT,In-person,IN,L
2020,Machine Learning Engineer  ,Analysis,JPY,31963,130497,MX,EX,FT,Remote,MX,M
2022,Data Analyst  (Remote),ML/AI,JPY,138281,57003,DE,MI,FL,Hybrid,CN,M
2022,Data Engineer  in office,ML/AI,JPY,188334,177623,CN,MI,FL,Hybrid,MX,L
2021,Statistician  (Remote),ML/AI,EUR,35177,144432,JP,EX,PT,Hybrid,US,S
2022,Data Analyst  ,Engineering,us dolars,41160,184898,DE,MI,FL,Hybrid,US,S
2021,Data Engineer  (Remote),Data Science,us dolars,132876,132486,CN,MI,PT,In-person,IN,M
2020,Data Scientist  in office,Engineering,GBP,37543,185801,JP,EX,FL,Remote,US,L
2021,Data Scientist  ,ML/AI,EUR,137211,164940,IN,EX,FL,Hybrid,MX,M
2020,Data Analyst  in office,ML/AI,JPY,69278,71274,DE,MI,FL,Hybrid,UK,M
2021,Data Analyst  (Remote),ML/AI,us dolars,190679,68718,US,EX,FL,Hybrid,CN,S
2022,Machine Learning Engineer  in office,Engineering,INR,178293,193425,CN,SE,PT,In-person,MX,M
2022,Data Engineer  (Remote),ML/AI,INR,164395,71682,DE,EN,FT,Hybrid,JP,M
2020,Data Analyst  ,Analysis,INR,82105,60653,IN,EN,CT,Hybrid,MX,L
2020,Machine Learning Engineer  ,ML/AI,JPY,106151,175213,IN,SE,FL,Remote,MX,L
2020,Machine Learning Engineer  ,Data Science,JPY,96968,172609,DE,SE,FL,In-person,UK,M
2021,Data Analyst  in office,Analysis,GBP,184310,60401,UK,MI,FT,Remote,DE,M
2021,Data Scientist  (Remote),ML/AI,GBP,93830,188459,CN,MI,PT,Hybrid,MX,L
2020,Data Engineer  (Remote),Analysis,GBP,103967,111690,JP,EN,CT,In-person,UK,S
2022,Data Engineer  (Remote),ML/AI,INR,169402,130613,JP,MI,FT,Hybrid,UK,L
2021,Data Scientist  in office,Data Science,JPY,38611,167702,IN,EN,FT,Hybrid,MX,L
2021,Data Analyst  (Remote),ML/AI,INR,43872,74293,DE,MI,FT,In-person,MX,L
2021,Data Engineer  ,Analysis,GBP,79455,184142,UK,MI,FT,Remote,IN,L
2020,Data Analyst  (Remote),Data Science,JPY,64930,43416,CN,EN,FL,In-person,DE,L
2020,Data Analyst  in office,Engineering,EUR,102022,146711,US,SE,CT,In-person,MX,S
2020,Machine Learning Engineer  ,Data Science,us dolars,92714,145037,JP,SE,FL,Remote,CN,L
2020,Data Scientist  ,Data Science,us dolars,154906,120935,MX,MI,FT,In-person,MX,L
2020,Data Analyst  in office,Data Science,GBP,138722,169701,CN,SE,CT,Remote,CN,S
2022,Statistician  ,Analysis,INR,96704,38360,CN,MI,FT,Remote,UK,M
2022,Data Scientist  (Remote),,,-30415,42011,UK,,PT,In-person,JP,
2020,Data Engineer  in office,ML/AI,JPY,106441,70721,CN,EX,FT,In-person,UK,L
2021,Machine Learning Engineer  (Remote),Data Science,INR,141736,66069,JP,EX,FT,Remote,US,M
2020,Data Engineer  in office,,,-100779,83270,DE,,PT,Remote,IN,
2022,Data Engineer  in office,ML/AI,INR,118444,41227,JP,SE,FL,Remote,US,M
2022,Data Scientist  in office,ML/AI,GBP,134448,69587,US,EN,CT,Remote,DE,S
2021,Data Engineer  (Remote),,,39888,91720,DE,,FT,Remote,DE,
2022,Data Analyst  in office,,,-154790,98305,IN,,FT,In-person,IN,
2020,Data Engineer  ,Analysis,INR,88765,106028,UK,EN,PT,Hybrid,UK,M
2021,Machine Learning Engineer  (Remote),Data Science,EUR,45935,83651,JP,SE,CT,In-person,DE,M
2020,Machine Learning Engineer  in office,Data Science,JPY,103002,81332,DE,EN,PT,Hybrid,JP,M
2020,Statistician  in office,ML/AI,GBP,110631,98201,CN,SE,FT,Remote,MX,L
2021,Machine Learning Engineer  (Remote),Engineering,JPY,31320,185879,DE,MI,FL,In-person,IN,S
2020,Data Engineer  ,Data Science,us dolars,76032,73552,JP,EX,FL,Hybrid,US,L
2022,Machine Learning Engineer  ,Analysis,EUR,107763,153938,IN,EX,CT,Remote,JP,S
2020,Data Scientist  in office,Data Science,EUR,178979,147230,JP,MI,FT,In-person,MX,L
2021,Machine Learning Engineer  in office,Analysis,JPY,68002,123758,IN,EN,PT,Hybrid,MX,L
2021,Data Analyst  ,ML/AI,us dolars,68912,87300,CN,EX,FT,In-person,CN,S
2021,Data Scientist  in office,Engineering,JPY,30552,56951,JP,SE,PT,Hybrid,IN,L
2020,Statistician  ,Data Science,INR,50140,50264,DE,SE,PT,In-person,JP,M
2021,Data Analyst  ,,,115591,49121,US,,CT,In-person,MX,
2021,Data Engineer  ,,,-63367,114351,US,,PT,Hybrid,IN,
2020,Data Engineer  ,Analysis,INR,54061,80539,CN,MI,CT,In-person,US,L
2022,Data Engineer  in office,Engineering,us dolars,126590,191383,MX,EX,FL,In-person,UK,S
2020,Data Analyst  (Remote),Data Science,EUR,72124,180821,MX,EN,CT,Remote,IN,S
2021,Data Analyst  (Remote),ML/AI,GBP,163054,59218,DE,EX,CT,Hybrid,DE,L
2021,Data Analyst  ,,,146322,74867,US,,CT,In-person,US,
2020,Data Scientist  in office,Engineering,us dolars,136134,31316,CN,SE,FL,Hybrid,US,M
2022,Data Scientist  (Remote),Data Science,INR,65765,67972,IN,EN,CT,In-person,JP,M
2021,Data Engineer  (Remote),Engineering,JPY,112606,116924,DE,MI,PT,Hybrid,DE,M
2021,Machine Learning Engineer  ,Data Science,us dolars,126422,122700,MX,EN,PT,Hybrid,JP,S
2021,Data Engineer  ,Analysis,JPY,139910,159079,IN,EX,CT,Remote,CN,S
2020,Statistician  in office,,,-84681,134082,DE,,PT,Remote,US,
2021,Data Scientist  (Remote),Analysis,GBP,92349,169151,IN,EN,CT,Hybrid,IN,S
2022,Data Analyst  ,Engineering,INR,130063,90887,IN,EN,FL,In-person,CN,L
2021,Data Scientist  ,Engineering,GBP,93474,183484,US,EN,PT,Hybrid,DE,L
2021,Data Analyst  in office,,,-190585,65862,DE,,CT,In-person,US,
2022,Statistician  ,Analysis,JPY,52592,157677,JP,MI,FT,Hybrid,MX,L
2021,Statistician  ,Data Science,us dolars,142196,175893,US,MI,FL,Remote,DE,M
2020,Data Scientist  ,Analysis,EUR,53618,103118,IN,MI,FT,Remote,CN,S
2020,Data Analyst  ,,,81632,104548,IN,,CT,In-person,IN,
2020,Statistician  ,Data Science,INR,176481,194727,MX,SE,PT,Hybrid,UK,S
2022,Data Engineer  in office,Data Science,INR,39529,134319,JP,MI,CT,In-person,JP,L
2021,Data Engineer  ,Analysis,GBP,152164,110066,MX,EX,PT,Remote,MX,M
2020,Data Analyst  (Remote),ML/AI,EUR,54154,75221,JP,MI,CT,Hybrid,JP,S
2022,Data Scientist  ,Analysis,GBP,62882,117189,IN,MI,CT,Remote,CN,L
2021,Statistician  ,ML/AI,JPY,74917,135812,JP,EX,PT,Remote,US,S
2022,Data Scientist  (Remote),Analysis,EUR,112488,122326,UK,EN,PT,Hybrid,US,S
2020,Data Engineer  (Remote),Engineering,JPY,45701,169972,MX,EX,CT,In-person,IN,L
2020,Statistician  ,Data Science,us dolars,98225,194557,MX,EX,FT,Hybrid,US,M
2020,Data Scientist  in office,Analysis,GBP,149278,43891,US,SE,FL,Remote,US,S
2022,Machine Learning Engineer  (Remote),Engineering,INR,32988,138640,DE,EN,FT,Remote,US,L
2022,Data Analyst  in office,Analysis,EUR,65919,176086,MX,EX,FT,Remote,DE,S
2020,Data Analyst  ,Data Science,GBP,39013,102083,JP,MI,FT,Remote,DE,S
2022,Machine Learning Engineer  ,Analysis,INR,164646,67964,JP,EX,FT,In-person,UK,S
2020,Data Engineer  (Remote),ML/AI,us dolars,37838,74739,UK,SE,PT,Hybrid,DE,M
2020,Statistician  (Remote),Data Science,EUR,61368,146871,DE,EX,FT,Hybrid,MX,M
2021,Data Analyst  in office,ML/AI,JPY,62228,115799,UK,MI,FL,In-person,MX,M
2022,Machine Learning Engineer  ,Engineering,us dolars,76097,69459,DE,EN,PT,In-person,JP,M
2020,Machine Learning Engineer  (Remote),Engineering,INR,189711,37045,MX,SE,FT,Remote,MX,L
2020,Data Engineer  (Remote),Analysis,EUR,175895,73255,MX,EN,PT,Hybrid,CN,M
2022,Data Engineer  (Remote),ML/AI,EUR,184582,81965,US,SE,FT,Hybrid,UK,S
2021,Data Scientist  in office,ML/AI,us dolars,159802,31237,JP,MI,FT,Hybrid,US,L
2021,Data Analyst  ,Data Science,EUR,68333,160811,US,SE,FL,In-person,JP,S
2020,Data Scientist  (Remote),ML/AI,INR,34435,82195,DE,EN,PT,Remote,UK,M
2022,Machine Learning Engineer  (Remote),,,-68418,147775,JP,,PT,Remote,CN,
2021,Statistician  (Remote),Data Science,JPY,87955,66326,MX,EX,CT,Hybrid,UK,S
2022,Statistician  ,Data Science,us dolars,89507,166365,UK,EN,FT,Remote,JP,S
2022,Data Engineer  in office,ML/AI,us dolars,81033,55274,MX,EX,FT,In-person,UK,S
2020,Statistician  in office,Analysis,JPY,102972,180309,MX,EN,FL,In-person,JP,M
2021,Statistician  ,Data Science,INR,132012,123920,IN,EX,FL,Hybrid,UK,S
2020,Statistician  in office,Data Science,GBP,77219,126529,UK,MI,PT,Remote,UK,S
2021,Machine Learning Engineer  in office,ML/AI,GBP,195549,179301,IN,EX,FL,In-person,MX,S
2021,Statistician  (Remote),,,176595,108847,UK,,PT,In-person,UK,
2021,Statistician  in office,Data Science,INR,62326,86718,DE,MI,FT,In-person,JP,M
2021,Statistician  (Remote),ML/AI,EUR,142626,98718,US,SE,FT,In-person,UK,S
2021,Data Scientist  in office,Data Science,JPY,161197,79615,IN,EN,PT,Remote,MX,L
2022,Machine Learning Engineer  (Remote),Analysis,GBP,96735,148548,DE,EX,FL,In-person,CN,L
2020,Data Engineer  ,Analysis,INR,134396,101296,US,SE,FL,In-person,CN,S
2022,Data Scientist  ,,,46375,102796,US,,PT,Remote,DE,
2021,Data Analyst  in office,Data Science,INR,163783,162987,JP,SE,FT,Hybrid,DE,M
2020,Machine Learning Engineer  (Remote),Engineering,INR,193509,104651,MX,MI,PT,Hybrid,DE,L
2021,Machine Learning Engineer  ,Engineering,GBP,189094,37076,JP,EN,FL,In-person,DE,M
2020,Data Analyst  ,ML/AI,GBP,39182,110350,MX,MI,PT,Hybrid,DE,S
2022,Data Analyst  in office,ML/AI,EUR,123177,194155,JP,EN,FT,Remote,CN,L
2020,Data Analyst  (Remote),Data Science,EUR,125066,83918,IN,SE,CT,In-person,US,L
2020,Data Engineer  (Remote),Data Science,JPY,154401,165865,IN,MI,PT,Remote,UK,M
2020,Statistician  ,Engineering,us dolars,118148,80528,MX,EN,CT,Hybrid,CN,S
2020,Machine Learning Engineer  in office,,,133806,147503,US,,PT,Hybrid,CN,
2020,Statistician  ,Data Science,GBP,173992,96798,IN,MI,FL,In-person,IN,M
2021,Statistician  ,,,52144,39319,US,,FL,Hybrid,US,
2020,Data Analyst  in office,Analysis,JPY,150270,174266,DE,MI,CT,In-person,JP,S
2020,Data Engineer  in office,ML/AI,EUR,163637,180381,UK,MI,PT,In-person,MX,S
2022,Data Scientist  in office,Data Science,INR,118909,56998,US,EX,FL,Remote,US,S
2020,Data Engineer  (Remote),Data Science,INR,185763,33468,US,SE,CT,Hybrid,IN,M
2022,Statistician  in office,ML/AI,EUR,160661,142178,DE,EX,CT,Hybrid,CN,S
2021,Data Engineer  in office,,,63799,173723,MX,,PT,In-person,US,
2020,Data Analyst  ,Engineering,us dolars,64510,181477,JP,SE,FL,In-person,UK,L
2022,Data Scientist  in office,Analysis,JPY,117919,175554,CN,SE,CT,In-person,DE,S
2022,Data Analyst  in office,Data Science,us dolars,143043,34409,MX,EN,FT,In-person,UK,M
2021,Data Scientist  ,Engineering,JPY,190047,96083,JP,SE,FT,Remote,US,M
2020,Statistician  (Remote),Analysis,GBP,83242,115443,JP,MI,FL,Hybrid,CN,M
2020,Data Scientist  in office,Analysis,EUR,76546,53426,MX,EX,FL,Remote,CN,S
2022,Data Scientist  ,Analysis,INR,184339,138025,MX,MI,FT,Hybrid,IN,M
2020,Data Scientist  (Remote),Engineering,JPY,99939,84757,US,MI,CT,Remote,JP,S
2022,Data Engineer  (Remote),Engineering,us dolars,151265,175508,US,EX,PT,In-person,UK,S
2020,Data Engineer  in office,Data Science,JPY,34897,46490,IN,MI,CT,Remote,IN,L
2022,Statistician  (Remote),Data Science,JPY,161235,82136,IN,EN,FL,Remote,JP,L
2020,Data Scientist  in office,Analysis,us dolars,82540,190034,UK,MI,FL,In-person,DE,S
2021,Machine Learning Engineer  (Remote),Analysis,us dolars,60030,190360,UK,MI,PT,In-person,UK,L
2020,Statistician  (Remote),Engineering,EUR,85313,52236,CN,EX,CT,Hybrid,CN,M
2020,Data Scientist  (Remote),Engineering,INR,158070,175995,MX,MI,PT,Hybrid,UK,S
2021,Data Scientist  in office,,,59870,174336,IN,,CT,Remote,CN,
2020,Data Engineer  (Remote),Data Science,EUR,146565,97147,MX,SE,CT,Remote,CN,M
2021,Statistician  ,ML/AI,us dolars,154703,37928,US,SE,FT,Remote,DE,S
2020,Data Scientist  ,Data Science,us dolars,190554,195630,DE,EN,CT,In-person,DE,M
